1000 0.001000 4000.000000
6000 0.001000 24000.000000
11000 0.002000 44000.000000
16000 0.003000 64000.000000
21000 0.005000 84000.000000
26000 0.004000 104000.000000
31000 0.003000 124000.000000
36000 0.004000 144000.000000
41000 0.005000 164000.000000
46000 0.005000 184000.000000
